accession	ko_id	map_id
GCF_011927955.1	K03072	map03070
GCF_011927955.1	K03628	map03018
GCF_011927955.1	K01895	map00640
GCF_011927955.1	K01895	map00630
GCF_011927955.1	K01895	map00010
GCF_011927955.1	K01895	map00720
GCF_011927955.1	K01895	map00620
GCF_011927955.1	K01895	map00680
GCF_011927955.1	K01895	map01200
GCF_011927955.1	K00525	map00240
GCF_011927955.1	K00525	map01232
GCF_011927955.1	K00525	map00230
GCF_011927955.1	K01081	map00760
GCF_011927955.1	K01081	map00240
GCF_011927955.1	K01081	map01232
GCF_011927955.1	K01081	map00230
GCF_011927955.1	K01119	map00240
GCF_011927955.1	K01119	map00230
GCF_011927955.1	K03655	map03440
GCF_011927955.1	K03781	map04016
GCF_011927955.1	K03781	map04212
GCF_011927955.1	K03781	map04213
GCF_011927955.1	K03781	map04211
GCF_011927955.1	K03781	map04146
GCF_011927955.1	K03781	map00380
GCF_011927955.1	K03781	map04011
GCF_011927955.1	K03781	map04068
GCF_011927955.1	K03781	map00630
GCF_011927955.1	K03781	map05208
GCF_011927955.1	K03781	map05014
GCF_011927955.1	K03781	map01200
GCF_011927955.1	K03781	map05022
GCF_011927955.1	K00937	map03018
GCF_011927955.1	K00937	map00190
GCF_011927955.1	K03702	map03420
GCF_011927955.1	K03654	map03018
GCF_011927955.1	K02031	map02024
GCF_011927955.1	K02032	map02024
GCF_011927955.1	K00615	map01051
GCF_011927955.1	K00615	map00710
GCF_011927955.1	K00615	map00030
GCF_011927955.1	K00615	map01230
GCF_011927955.1	K00615	map01200
GCF_011927955.1	K11177	map01232
GCF_011927955.1	K11177	map00230
GCF_011927955.1	K21833	map00260
GCF_011927955.1	K00232	map00592
GCF_011927955.1	K00232	map01040
GCF_011927955.1	K00232	map00410
GCF_011927955.1	K00232	map00071
GCF_011927955.1	K00232	map03320
GCF_011927955.1	K00232	map04146
GCF_011927955.1	K00232	map01212
GCF_011927955.1	K00232	map00640
GCF_011927955.1	K00232	map04936
GCF_011927955.1	K00232	map04024
GCF_011927955.1	K00232	map01200
GCF_011927955.1	K04066	map03440
GCF_011927955.1	K02316	map03030
GCF_011927955.1	K01907	map00280
GCF_011927955.1	K01907	map00650
GCF_011927955.1	K07636	map02020
GCF_011927955.1	K07654	map02020
GCF_011927955.1	K11263	map00061
GCF_011927955.1	K11263	map00280
GCF_011927955.1	K11263	map01212
GCF_011927955.1	K11263	map00640
GCF_011927955.1	K11263	map00630
GCF_011927955.1	K11263	map00620
GCF_011927955.1	K11263	map01200
GCF_011927955.1	K03657	map03430
GCF_011927955.1	K03657	map03420
GCF_011927955.1	K00728	map00515
GCF_011927955.1	K00728	map00514
GCF_011927955.1	K02618	map00360
GCF_011927955.1	K08372	map02020
GCF_011927955.1	K01868	map00970
GCF_011927955.1	K01907	map00280
GCF_011927955.1	K01907	map00650
GCF_011927955.1	K03380	map00623
GCF_011927955.1	K03380	map00627
GCF_011927955.1	K03380	map00623
GCF_011927955.1	K03380	map00627
GCF_011927955.1	K00276	map00960
GCF_011927955.1	K00276	map00410
GCF_011927955.1	K00276	map00950
GCF_011927955.1	K00276	map00360
GCF_011927955.1	K00276	map00350
GCF_011927955.1	K00276	map00260
GCF_011927955.1	K01895	map00640
GCF_011927955.1	K01895	map00630
GCF_011927955.1	K01895	map00010
GCF_011927955.1	K01895	map00720
GCF_011927955.1	K01895	map00620
GCF_011927955.1	K01895	map00680
GCF_011927955.1	K01895	map01200
GCF_011927955.1	K01710	map00521
GCF_011927955.1	K01710	map00525
GCF_011927955.1	K01710	map01055
GCF_011927955.1	K01710	map00523
GCF_011927955.1	K01710	map00541
GCF_011927955.1	K01710	map01250
GCF_011927955.1	K17686	map04978
GCF_011927955.1	K17686	map01524
GCF_011927955.1	K17686	map04016
GCF_011927955.1	K01681	map00020
GCF_011927955.1	K01681	map01210
GCF_011927955.1	K01681	map00630
GCF_011927955.1	K01681	map00720
GCF_011927955.1	K01681	map01230
GCF_011927955.1	K01681	map01200
GCF_011927955.1	K01908	map00640
GCF_011927955.1	K01389	map04614
GCF_011927955.1	K01389	map04974
GCF_011927955.1	K01389	map04640
GCF_011927955.1	K01389	map05010
GCF_011927955.1	K00276	map00960
GCF_011927955.1	K00276	map00410
GCF_011927955.1	K00276	map00950
GCF_011927955.1	K00276	map00360
GCF_011927955.1	K00276	map00350
GCF_011927955.1	K00276	map00260
GCF_011927955.1	K01662	map00730
GCF_011927955.1	K01662	map00900
GCF_011927955.1	K01895	map00640
GCF_011927955.1	K01895	map00630
GCF_011927955.1	K01895	map00010
GCF_011927955.1	K01895	map00720
GCF_011927955.1	K01895	map00620
GCF_011927955.1	K01895	map00680
GCF_011927955.1	K01895	map01200
GCF_011927955.1	K01652	map00290
GCF_011927955.1	K01652	map00660
GCF_011927955.1	K01652	map00770
GCF_011927955.1	K01652	map01210
GCF_011927955.1	K01652	map00650
GCF_011927955.1	K01652	map01230
GCF_011927955.1	K02031	map02024
GCF_011927955.1	K02032	map02024
GCF_011927955.1	K00658	map00020
GCF_011927955.1	K00658	map00380
GCF_011927955.1	K00658	map00310
GCF_011927955.1	K00658	map01200
GCF_011927955.1	K01881	map00970
GCF_011927955.1	K00820	map00250
GCF_011927955.1	K00820	map04931
GCF_011927955.1	K00820	map00520
GCF_011927955.1	K00820	map05415
GCF_011927955.1	K00820	map01250
GCF_011927955.1	K00712	map00552
GCF_011927955.1	K00863	map04622
GCF_011927955.1	K00863	map00561
GCF_011927955.1	K00863	map00051
GCF_011927955.1	K00863	map00680
GCF_011927955.1	K00863	map01200
GCF_011927955.1	K05878	map00561
GCF_011927955.1	K01835	map00521
GCF_011927955.1	K01835	map00052
GCF_011927955.1	K01835	map00030
GCF_011927955.1	K01835	map00010
GCF_011927955.1	K01835	map00500
GCF_011927955.1	K01835	map00520
GCF_011927955.1	K01835	map01250
GCF_011927955.1	K01835	map00230
GCF_011927955.1	K01840	map00541
GCF_011927955.1	K01840	map00051
GCF_011927955.1	K01840	map00520
GCF_011927955.1	K01840	map01250
GCF_011927955.1	K00457	map00130
GCF_011927955.1	K00457	map00360
GCF_011927955.1	K00457	map00350
GCF_011927955.1	K00457	map01240
GCF_011927955.1	K03596	map05134
GCF_011927955.1	K04043	map04212
GCF_011927955.1	K04043	map03018
GCF_011927955.1	K04043	map05152
GCF_011927955.1	K03703	map03420
GCF_011927955.1	K02031	map02024
GCF_011927955.1	K02032	map02024
GCF_011927955.1	K03379	map00930
GCF_011927955.1	K03379	map01220
GCF_011927955.1	K10676	map00361
GCF_011927955.1	K10676	map01220
GCF_011927955.1	K01596	map04964
GCF_011927955.1	K01596	map04920
GCF_011927955.1	K01596	map04922
GCF_011927955.1	K01596	map03320
GCF_011927955.1	K01596	map00020
GCF_011927955.1	K01596	map04931
GCF_011927955.1	K01596	map04152
GCF_011927955.1	K01596	map04910
GCF_011927955.1	K01596	map04068
GCF_011927955.1	K01596	map00010
GCF_011927955.1	K01596	map00620
GCF_011927955.1	K01596	map04151
GCF_011927955.1	K03654	map03018
GCF_011927955.1	K01576	map00627
GCF_011927955.1	K01652	map00290
GCF_011927955.1	K01652	map00660
GCF_011927955.1	K01652	map00770
GCF_011927955.1	K01652	map01210
GCF_011927955.1	K01652	map00650
GCF_011927955.1	K01652	map01230
GCF_011927955.1	K02035	map02024
GCF_011927955.1	K00681	map00430
GCF_011927955.1	K00681	map00460
GCF_011927955.1	K00681	map00480
GCF_011927955.1	K01425	map04964
GCF_011927955.1	K01425	map05230
GCF_011927955.1	K01425	map00470
GCF_011927955.1	K01425	map00220
GCF_011927955.1	K01425	map04727
GCF_011927955.1	K01425	map00250
GCF_011927955.1	K01425	map04724
GCF_011927955.1	K01425	map05206
GCF_011927955.1	K01425	map02020
GCF_011927955.1	K09809	map00552
GCF_011927955.1	K07192	map04910
GCF_011927955.1	K02031	map02024
GCF_011927955.1	K02032	map02024
GCF_011927955.1	K11263	map00061
GCF_011927955.1	K11263	map00280
GCF_011927955.1	K11263	map01212
GCF_011927955.1	K11263	map00640
GCF_011927955.1	K11263	map00630
GCF_011927955.1	K11263	map00620
GCF_011927955.1	K11263	map01200
GCF_011927955.1	K02035	map02024
GCF_011927955.1	K01897	map04216
GCF_011927955.1	K01897	map00061
GCF_011927955.1	K01897	map04920
GCF_011927955.1	K01897	map00071
GCF_011927955.1	K01897	map03320
GCF_011927955.1	K01897	map04146
GCF_011927955.1	K01897	map01212
GCF_011927955.1	K01897	map04714
GCF_011927955.1	K01897	map02024
GCF_011927955.1	K05592	map03018
GCF_011927955.1	K11927	map03018
GCF_011927955.1	K00156	map00620
GCF_011927955.1	K00158	map00620
GCF_011927955.1	K02335	map03410
GCF_011927955.1	K02335	map03420
GCF_011927955.1	K02335	map03030
GCF_011927955.1	K02335	map03440
GCF_011927955.1	K01608	map00630
GCF_011927955.1	K01876	map00970
GCF_011927955.1	K01887	map00970
GCF_011927955.1	K03587	map00550
GCF_011927955.1	K03587	map01501
GCF_011927955.1	K00239	map00020
GCF_011927955.1	K00239	map05134
GCF_011927955.1	K00239	map00650
GCF_011927955.1	K00239	map00720
GCF_011927955.1	K00239	map00190
GCF_011927955.1	K00239	map01200
GCF_011927955.1	K00278	map00250
GCF_011927955.1	K00278	map00760
GCF_011927955.1	K00278	map01240
GCF_011927955.1	K01649	map00290
GCF_011927955.1	K01649	map01210
GCF_011927955.1	K01649	map00620
GCF_011927955.1	K01649	map01230
GCF_011927955.1	K02031	map02024
GCF_011927955.1	K02032	map02024
GCF_011927955.1	K00239	map00020
GCF_011927955.1	K00239	map05134
GCF_011927955.1	K00239	map00650
GCF_011927955.1	K00239	map00720
GCF_011927955.1	K00239	map00190
GCF_011927955.1	K00239	map01200
GCF_011927955.1	K00278	map00250
GCF_011927955.1	K00278	map00760
GCF_011927955.1	K00278	map01240
GCF_011927955.1	K01676	map00020
GCF_011927955.1	K01676	map00720
GCF_011927955.1	K01676	map00620
GCF_011927955.1	K01676	map01200
GCF_011927955.1	K01678	map00020
GCF_011927955.1	K01678	map00720
GCF_011927955.1	K01678	map00620
GCF_011927955.1	K01678	map01200
GCF_011927955.1	K03780	map00630
GCF_011927955.1	K02342	map03430
GCF_011927955.1	K02342	map03030
GCF_011927955.1	K02342	map03440
GCF_011927955.1	K11263	map00061
GCF_011927955.1	K11263	map00280
GCF_011927955.1	K11263	map01212
GCF_011927955.1	K11263	map00640
GCF_011927955.1	K11263	map00630
GCF_011927955.1	K11263	map00620
GCF_011927955.1	K11263	map01200
GCF_011927955.1	K01745	map00340
GCF_011927955.1	K01652	map00290
GCF_011927955.1	K01652	map00660
GCF_011927955.1	K01652	map00770
GCF_011927955.1	K01652	map01210
GCF_011927955.1	K01652	map00650
GCF_011927955.1	K01652	map01230
GCF_011927955.1	K18687	map00984
GCF_011927955.1	K01897	map04216
GCF_011927955.1	K01897	map00061
GCF_011927955.1	K01897	map04920
GCF_011927955.1	K01897	map00071
GCF_011927955.1	K01897	map03320
GCF_011927955.1	K01897	map04146
GCF_011927955.1	K01897	map01212
GCF_011927955.1	K01897	map04714
GCF_011927955.1	K01897	map02024
GCF_011927955.1	K02313	map04112
GCF_011927955.1	K02313	map02020
GCF_011927955.1	K01652	map00290
GCF_011927955.1	K01652	map00660
GCF_011927955.1	K01652	map00770
GCF_011927955.1	K01652	map01210
GCF_011927955.1	K01652	map00650
GCF_011927955.1	K01652	map01230
GCF_011927955.1	K02551	map00130
GCF_011927955.1	K02551	map01240
GCF_011927955.1	K00366	map00910
GCF_011927955.1	K00392	map00920
GCF_011927955.1	K01426	map00643
GCF_011927955.1	K01426	map00360
GCF_011927955.1	K01426	map00380
GCF_011927955.1	K01426	map00627
GCF_011927955.1	K01426	map00330
GCF_011927955.1	K00111	map00564
GCF_011927955.1	K01712	map00340
GCF_011927955.1	K00156	map00620
GCF_011927955.1	K00158	map00620
GCF_011927955.1	K20035	map00920
GCF_011927955.1	K01687	map00290
GCF_011927955.1	K01687	map00770
GCF_011927955.1	K01687	map01210
GCF_011927955.1	K01687	map01230
GCF_011927955.1	K01428	map00791
GCF_011927955.1	K01428	map00220
GCF_011927955.1	K01428	map05120
GCF_011927955.1	K01428	map00230
GCF_011927955.1	K01895	map00640
GCF_011927955.1	K01895	map00630
GCF_011927955.1	K01895	map00010
GCF_011927955.1	K01895	map00720
GCF_011927955.1	K01895	map00620
GCF_011927955.1	K01895	map00680
GCF_011927955.1	K01895	map01200
GCF_011927955.1	K01938	map00670
GCF_011927955.1	K01938	map00720
GCF_011927955.1	K01938	map01200
GCF_011927955.1	K01938	map01240
GCF_011927955.1	K02035	map02024
GCF_011927955.1	K01768	map04213
GCF_011927955.1	K01768	map02025
GCF_011927955.1	K01768	map04113
GCF_011927955.1	K01768	map00230
GCF_011927955.1	K02274	map00190
GCF_011927955.1	K01937	map00240
GCF_011927955.1	K01937	map01232
GCF_011927955.1	K01937	map01240
GCF_011927955.1	K03380	map00623
GCF_011927955.1	K03380	map00627
GCF_011927955.1	K00111	map00564
GCF_011927955.1	K02035	map02024
GCF_011927955.1	K12574	map03018
GCF_011927955.1	K01835	map00521
GCF_011927955.1	K01835	map00052
GCF_011927955.1	K01835	map00030
GCF_011927955.1	K01835	map00010
GCF_011927955.1	K01835	map00500
GCF_011927955.1	K01835	map00520
GCF_011927955.1	K01835	map01250
GCF_011927955.1	K01835	map00230
GCF_011927955.1	K02035	map02024
GCF_011927955.1	K02031	map02024
GCF_011927955.1	K02032	map02024
GCF_011927955.1	K02031	map02024
GCF_011927955.1	K02032	map02024
GCF_011927955.1	K13745	map00260
GCF_011927955.1	K03379	map00930
GCF_011927955.1	K03379	map01220
GCF_011927955.1	K16710	map00543
GCF_011927955.1	K09883	map00860
GCF_011927955.1	K09883	map01240
GCF_011927955.1	K01637	map00630
GCF_011927955.1	K01637	map01200
GCF_011927955.1	K00040	map00040
GCF_011927955.1	K02563	map01502
GCF_011927955.1	K02563	map04112
GCF_011927955.1	K02563	map00550
GCF_011927955.1	K03588	map04112
GCF_011927955.1	K13527	map03050
GCF_011927955.1	K02031	map02024
GCF_011927955.1	K02032	map02024
GCF_011927955.1	K00803	map00565
GCF_011927955.1	K00803	map04146
GCF_011927955.1	K02035	map02024
GCF_011927955.1	K01652	map00290
GCF_011927955.1	K01652	map00660
GCF_011927955.1	K01652	map00770
GCF_011927955.1	K01652	map01210
GCF_011927955.1	K01652	map00650
GCF_011927955.1	K01652	map01230
GCF_011927955.1	K00036	map05230
GCF_011927955.1	K00036	map00480
GCF_011927955.1	K00036	map00030
GCF_011927955.1	K00036	map05415
GCF_011927955.1	K00036	map01200
GCF_011927955.1	K01752	map00260
GCF_011927955.1	K01752	map00270
GCF_011927955.1	K01752	map01230
GCF_011927955.1	K01752	map01200
GCF_011927955.1	K04077	map04940
GCF_011927955.1	K04077	map04212
GCF_011927955.1	K04077	map05134
GCF_011927955.1	K04077	map03018
GCF_011927955.1	K04077	map05152
GCF_011927955.1	K04077	map05417
GCF_011927955.1	K00108	map00260
GCF_011927955.1	K02111	map00195
GCF_011927955.1	K02111	map00190
GCF_011927955.1	K10843	map03022
GCF_011927955.1	K10843	map03420
GCF_011927955.1	K02035	map02024
GCF_011927955.1	K00111	map00564
GCF_011927955.1	K01652	map00290
GCF_011927955.1	K01652	map00660
GCF_011927955.1	K01652	map00770
GCF_011927955.1	K01652	map01210
GCF_011927955.1	K01652	map00650
GCF_011927955.1	K01652	map01230
GCF_011927955.1	K00278	map00250
GCF_011927955.1	K00278	map00760
GCF_011927955.1	K00278	map01240
GCF_011927955.1	K00767	map00760
GCF_011927955.1	K00767	map01240
GCF_011927955.1	K01657	map00405
GCF_011927955.1	K01657	map00400
GCF_011927955.1	K01657	map02025
GCF_011927955.1	K01657	map01230
GCF_011927955.1	K01657	map02024
GCF_011927955.1	K03891	map00190
GCF_011927955.1	K01810	map00030
GCF_011927955.1	K01810	map00010
GCF_011927955.1	K01810	map00500
GCF_011927955.1	K01810	map00520
GCF_011927955.1	K01810	map01250
GCF_011927955.1	K01810	map01200
GCF_011927955.1	K01465	map00240
GCF_011927955.1	K01465	map01240
GCF_011927955.1	K01652	map00290
GCF_011927955.1	K01652	map00660
GCF_011927955.1	K01652	map00770
GCF_011927955.1	K01652	map01210
GCF_011927955.1	K01652	map00650
GCF_011927955.1	K01652	map01230
GCF_011927955.1	K03106	map03060
GCF_011927955.1	K03106	map03070
GCF_011927955.1	K03106	map02024
GCF_011927955.1	K00854	map00040
GCF_011927955.1	K01969	map00280
GCF_011927955.1	K02035	map02024
GCF_011927955.1	K01576	map00627
GCF_011927955.1	K01638	map00630
GCF_011927955.1	K01638	map00620
GCF_011927955.1	K01638	map01200
GCF_011927955.1	K01638	map00630
GCF_011927955.1	K01638	map00620
GCF_011927955.1	K01638	map01200
GCF_011927955.1	K10027	map00906
GCF_011927955.1	K01883	map00970
GCF_011927955.1	K00800	map00400
GCF_011927955.1	K00800	map01230
GCF_011927955.1	K04116	map00362
GCF_011927955.1	K01897	map04216
GCF_011927955.1	K01897	map00061
GCF_011927955.1	K01897	map04920
GCF_011927955.1	K01897	map00071
GCF_011927955.1	K01897	map03320
GCF_011927955.1	K01897	map04146
GCF_011927955.1	K01897	map01212
GCF_011927955.1	K01897	map04714
GCF_011927955.1	K01897	map02024
GCF_011927955.1	K02433	map00970
GCF_011927955.1	K13877	map00470
GCF_011927955.1	K13877	map00053
GCF_011927955.1	K13877	map00040
GCF_011927955.1	K14519	map00930
GCF_011927955.1	K14519	map01220
GCF_011927955.1	K01874	map00450
GCF_011927955.1	K01874	map00970
GCF_011927955.1	K00797	map00480
GCF_011927955.1	K00797	map00330
GCF_011927955.1	K00797	map00270
GCF_011927955.1	K01719	map00860
GCF_011927955.1	K01719	map01240
GCF_011927955.1	K13542	map00860
GCF_011927955.1	K13542	map01240
GCF_011927955.1	K00058	map00260
GCF_011927955.1	K00058	map00270
GCF_011927955.1	K00058	map00680
GCF_011927955.1	K00058	map01230
GCF_011927955.1	K00058	map01200
GCF_011927955.1	K04077	map04940
GCF_011927955.1	K04077	map04212
GCF_011927955.1	K04077	map05134
GCF_011927955.1	K04077	map03018
GCF_011927955.1	K04077	map05152
GCF_011927955.1	K04077	map05417
GCF_011927955.1	K01586	map00300
GCF_011927955.1	K01586	map00470
GCF_011927955.1	K01586	map01230
GCF_011927955.1	K02035	map02024
GCF_011927955.1	K00681	map00430
GCF_011927955.1	K00681	map00460
GCF_011927955.1	K00681	map00480
GCF_011927955.1	K00135	map00250
GCF_011927955.1	K00135	map00350
GCF_011927955.1	K00135	map00760
GCF_011927955.1	K00135	map00310
GCF_011927955.1	K00135	map00650
GCF_011927955.1	K01207	map00531
GCF_011927955.1	K01207	map01501
GCF_011927955.1	K01207	map00520
GCF_011927955.1	K00602	map01523
GCF_011927955.1	K00602	map00670
GCF_011927955.1	K00602	map00230
GCF_011927955.1	K01966	map00280
GCF_011927955.1	K01966	map00640
GCF_011927955.1	K01966	map00630
GCF_011927955.1	K01966	map01200
GCF_011927955.1	K01951	map00983
GCF_011927955.1	K01951	map01232
GCF_011927955.1	K01951	map00230
GCF_011927955.1	K03588	map04112
GCF_011927955.1	K00108	map00260
GCF_011927955.1	K00864	map03320
GCF_011927955.1	K00864	map04626
GCF_011927955.1	K00864	map00561
GCF_011927955.1	K02035	map02024
GCF_011927955.1	K00425	map00190
GCF_011927955.1	K00425	map02020
GCF_011927955.1	K00045	map00051
GCF_011927955.1	K01928	map00300
GCF_011927955.1	K01928	map00550
GCF_011927955.1	K00108	map00260
GCF_011927955.1	K17755	map00260
GCF_011927955.1	K00697	map00500
GCF_011927955.1	K16055	map00500
GCF_011927955.1	K05784	map00364
GCF_011927955.1	K05784	map00622
GCF_011927955.1	K05784	map00362
GCF_011927955.1	K05784	map01220
GCF_011927955.1	K04567	map00970
GCF_011927955.1	K13529	map03410
GCF_011927955.1	K11749	map04112
GCF_011927955.1	K01897	map04216
GCF_011927955.1	K01897	map00061
GCF_011927955.1	K01897	map04920
GCF_011927955.1	K01897	map00071
GCF_011927955.1	K01897	map03320
GCF_011927955.1	K01897	map04146
GCF_011927955.1	K01897	map01212
GCF_011927955.1	K01897	map04714
GCF_011927955.1	K01897	map02024
GCF_011927955.1	K01585	map00330
GCF_011927955.1	K00873	map04930
GCF_011927955.1	K00873	map05230
GCF_011927955.1	K00873	map04922
GCF_011927955.1	K00873	map00010
GCF_011927955.1	K00873	map00620
GCF_011927955.1	K00873	map05203
GCF_011927955.1	K00873	map05165
GCF_011927955.1	K00873	map01230
GCF_011927955.1	K00873	map01200
GCF_011927955.1	K02035	map02024
GCF_011927955.1	K09879	map00906
GCF_011927955.1	K01745	map00340
GCF_011927955.1	K07793	map02020
GCF_011927955.1	K02033	map02024
GCF_011927955.1	K00854	map00040
GCF_011927955.1	K03897	map00997
GCF_011927955.1	K00970	map03018
GCF_011927955.1	K20265	map02024
GCF_011927955.1	K00128	map00981
GCF_011927955.1	K00128	map00625
GCF_011927955.1	K00128	map00770
GCF_011927955.1	K00128	map00410
GCF_011927955.1	K00128	map00340
GCF_011927955.1	K00128	map00071
GCF_011927955.1	K00128	map00053
GCF_011927955.1	K00128	map00280
GCF_011927955.1	K00128	map00380
GCF_011927955.1	K00128	map00561
GCF_011927955.1	K00128	map00310
GCF_011927955.1	K00128	map04936
GCF_011927955.1	K00128	map00010
GCF_011927955.1	K00128	map00330
GCF_011927955.1	K00128	map00620
GCF_011927955.1	K00128	map01240
GCF_011927955.1	K01925	map00550
GCF_011927955.1	K01925	map00470
GCF_011927955.1	K01744	map00250
GCF_011927955.1	K00864	map03320
GCF_011927955.1	K00864	map04626
GCF_011927955.1	K00864	map00561
GCF_011927955.1	K01129	map01232
GCF_011927955.1	K01129	map00230
GCF_011927955.1	K00088	map00983
GCF_011927955.1	K00088	map01232
GCF_011927955.1	K00088	map00230
GCF_011927955.1	K07793	map02020
GCF_011927955.1	K01953	map00250
GCF_011927955.1	K01953	map01230
GCF_011927955.1	K00138	map00010
GCF_011927955.1	K00138	map00620
GCF_011927955.1	K18370	map00650
GCF_011927955.1	K00138	map00010
GCF_011927955.1	K00138	map00620
